,NAME,STATION_ID,NUM_EBIKES_AVAILABLE,CAPACITY,LATITUDE,LONGITUDE
722,11th & Park Rd NW,1e19ca16-ec12-48b9-bbbe-fe878745bb23,1,19,38.931322,-77.028247
723,14th St Heights / 14th & Crittenden St NW,0824979f-1f3f-11e7-bf6b-3863bb334450,4,11,38.947774,-77.032818
724,Benning Rd & East Capitol St NE / Benning Rd Metro,0825176c-1f3f-11e7-bf6b-3863bb334450,0,19,38.889935,-76.93723
725,Fishers Ln & Rock Creek Mill Rd,66cac629-904e-4186-8431-44983be40985,0,15,39.0629,-77.113454
726,S Wayne St and 9th St S,71686e8c-9f47-4a65-8840-c7276be3786e,3,15,38.864694,-77.082491
727,Briggs Chaney Park & Ride,ac598bfa-89c4-4229-a397-a6279b4cd536,0,23,39.077875,-76.941867
728,Greensboro Metro East,082638f2-1f3f-11e7-bf6b-3863bb334450,0,15,38.920687,-77.233165
729,3rd & Underwood St NW,0826540e-1f3f-11e7-bf6b-3863bb334450,2,19,38.968935,-77.016263
730,C & O Canal & Wisconsin Ave NW,0824a623-1f3f-11e7-bf6b-3863bb334450,2,23,38.90375,-77.06269
731,Norfolk Ave & Fairmont St,0825802a-1f3f-11e7-bf6b-3863bb334450,0,11,38.988562,-77.096539
732,Charles Arrington Dr & Manchester Lakes Dr ,1917259365558921792,1,12,38.766844,-77.150359
733,Founders Row/W Broad St & West St,37ea9197-6332-4bf7-8940-d3641f288869,2,12,38.890155,-77.183178
734,4th St & Mississippi Ave SE,8083cb0d-c3a4-417e-b46e-afe6cf1a7e67,0,19,38.836,-77.0009
735,Stanton Square SE,eab74a15-a9dd-4813-a6a9-c445782f6920,0,19,38.855004,-76.984512
736,Anacostia Metro,08248172-1f3f-11e7-bf6b-3863bb334450,2,19,38.862601,-76.994578
737,Congress Heights Metro,08251aba-1f3f-11e7-bf6b-3863bb334450,0,15,38.844711,-76.987823
738,Thomas Jefferson St NW & Water/K St NW,0826030a-1f3f-11e7-bf6b-3863bb334450,5,19,38.902826,-77.060173
739,N Pershing Dr & N Wayne St,0825697c-1f3f-11e7-bf6b-3863bb334450,0,11,38.880705,-77.08596
740,Battery Ln & Trolley Trail,0825b213-1f3f-11e7-bf6b-3863bb334450,2,15,38.992375,-77.100104
741,King St Metro South,08253cdb-1f3f-11e7-bf6b-3863bb334450,0,23,38.805763,-77.060627
742,Greensboro & International Dr,0826410b-1f3f-11e7-bf6b-3863bb334450,1,11,38.923083,-77.227417
743,4th & M St SE,9a93cdb5-bd4e-43b8-87f3-81dc9063999f,0,19,38.876751,-77.000736
744,4th & M St SW,08247896-1f3f-11e7-bf6b-3863bb334450,1,27,38.876823,-77.017774
745,Carroll & Westmoreland Ave,0825b10b-1f3f-11e7-bf6b-3863bb334450,1,15,38.975,-77.01121
746,Fairfax Blvd & Pickett Rd South,1872701449888114846,0,12,38.86476,-77.271483
747,21st St & G st NW,8429af9f-3adc-4db6-b96a-7fd9c75fe3a3,3,19,38.898302,-77.046913
748,Southern Ave Metro,772ca14a-a964-4745-ab93-37cc472d8ff2,0,15,38.840107,-76.9753
749,National Harbor Carousel,55d3b43f-4ad3-4d65-889a-560ebe6126bf,4,15,38.7859,-77.0167
750,16th & K St NW/BLM Plaza,1923638474906011698,3,39,38.902677,-77.035866
751,Wheeler Ave & S. Floyd St.,8e3245e2-f310-4173-9c2d-9ad00587a23c,3,12,38.808161,-77.100796
752,Duke St & Strand (Robinson Terminal),66fe4efd-f6de-4300-9b35-82e3aea013e5,0,11,38.801947,-77.040293
753,Holmes Run Pkwy & N Pickett St,fe33785a-90bb-40e0-9dce-91968006a5c6,0,15,38.814305,-77.11893
754,19th St & Constitution Ave NW,0824cd3d-1f3f-11e7-bf6b-3863bb334450,2,35,38.892212,-77.043074
755,Ward Circle / American University,082496d9-1f3f-11e7-bf6b-3863bb334450,1,15,38.938736,-77.087171
756,Roosevelt Island,08254f8e-1f3f-11e7-bf6b-3863bb334450,1,17,38.896553,-77.06714
757,Fenton St & Ellsworth Dr ,0825b6a9-1f3f-11e7-bf6b-3863bb334450,3,15,38.997033,-77.025608
758,Monroe Ave & Leslie Ave,0825f9b6-1f3f-11e7-bf6b-3863bb334450,0,15,38.820932,-77.053096
759,Pleasant St & MLK Ave SE,08256549-1f3f-11e7-bf6b-3863bb334450,1,11,38.863897,-76.990037
760,17th & K St NW,08249345-1f3f-11e7-bf6b-3863bb334450,4,23,38.90276,-77.03863
761,Park Rd & Holmead Pl NW,08247e59-1f3f-11e7-bf6b-3863bb334450,0,35,38.9308,-77.0315
762,Olde Crafts Dr and Cartwright Pl,bc4fc3e2-2050-4571-851b-47f062319f95,0,12,38.938797,-77.354067
763,Maryland Ave & 17th St NE,06a14329-dedb-4152-b237-e59afccd8d42,1,19,38.901935,-76.978627
764,Reston Pkwy & Bennington Woods Rd,a0121df5-4df5-425f-afb8-77dc94dc6d1b,1,12,38.973625,-77.351837
